"","Plant","Quantity_units","Cost_of_Goods_Sold_EURO","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs","Product_Line","Product_Type","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Number_of_Deliveries","Customer_Class","Turnover_Range_EURO","Geographical_Area"
"25216","Spain",5,447.4,42.71,80.38,0.89,45.83,"Springs","Air Springs",19,0,3139,4,"Nationals","a 0-20","FRA"
"25217","Spain",15,1342.19,116.29,227.7,2.52,137.49,"Springs","Air Springs",19,0,1105,18,"Nationals","c 100-250","FRA"
"25218","Spain",32,3182.29,355.68,551.49,6.1,370.1,"Springs","Air Springs",23,0,2624,60,"Nationals","a 0-20","FRA"
"25219","Spain",420,52272.8,3036.88,2587.52,112.65,12892.92,"Springs","Air Springs",17,0,1080,68,"Nationals","d 250-500","UKE"
"25221","Spain",8,932.65,132.51,105.5,1.63,392.69,"Springs","Air Springs",15,0,2927,29,"Others","e >500","CEU"
"25222","Spain",1,116.58,13.15,18.02,0.14,49.09,"Springs","Air Springs",15,0,3318,4,"Others","b 20-100","CSI"
"25223","Spain",16,4864.33,183.3,356.29,3.61,750.89,"Springs","Air Springs",18,0,4467,18,"Others","e >500","SCA"
"25224","Spain",20,2255,102.52,216.5,2.23,541.12,"Springs","Air Springs",20,0,3522,18,"Others","e >500","ITA"
"25225","Spain",360,35955.14,877.04,2813.52,330.91,12470.3,"Springs","Air Springs",17,0,1061,11,"Nationals","e >500","CEU"
"25226","Spain",6,530.69,35.81,41.79,0.61,110.93,"Springs","Air Springs",19,0,4392,29,"Others","e >500","IAM"
"25227","Spain",3,283.35,36.31,56.97,0.27,71.73,"Springs","Air Springs",17,0,4257,4,"Others","a 0-20","CEU"
"25230","Spain",31,13196.89,461.07,777.74,1248.23,2217.11,"Springs","Air Springs",58,0,2216,4,"Nationals","e >500","CEU"
"25231","Spain",80,34056.5,1188.33,1872.26,1385.4,5754.36,"Springs","Air Springs",58,0,4095,18,"Nationals","e >500","CEU"
"25232","Spain",3,321.73,25.25,24.41,2.69,97.17,"Springs","Air Springs",17,0,991,4,"Nationals","e >500","CEU"
"25233","USA",80,15503.12,1070.1,1297.53,16.77,2963.65,"Springs","Air Springs",26,0,2799,68,"Nationals","e >500","NAM"
"25234","Spain",205,20164.11,689.91,1513.03,17.36,2609.58,"Springs","Air Springs",24,0,2267,21,"Nationals","e >500","CEU"
"25235","Spain",24,3257.75,133.68,269.86,3.28,794.61,"Springs","Air Springs",17,0,232,29,"Others","b 20-100","ITA"
"25236","Spain",8,2395.4,119.16,220.02,2.46,325.71,"Springs","Air Springs",34,0,3028,18,"Others","e >500","CEU"
"25237","Spain",45,8193.6,658.79,224.86,8.59,1784.07,"Springs","Air Springs",25,0,1488,18,"Others","e >500","SCA"
"25238","Spain",150,39200.58,911.98,2024.24,34.74,3185.01,"Springs","Air Springs",24,0,2777,40,"Nationals","d 250-500","ITA"
"25239","Spain",60,10694.1,404.61,785.09,10.21,1207.15,"Springs","Air Springs",19,0,575,40,"Others","b 20-100","ITA"
"25240","USA",200,24409.52,2441.93,3034.05,40.18,4321.68,"Springs","Air Springs",18,0,3285,40,"Others","b 20-100","NAM"
"25241","Spain",30,4476.91,278.81,495.35,3.49,722.86,"Springs","Air Springs",19,0,21,60,"Others","b 20-100","ITA"
"25242","Spain",20,2484.63,171.4,199.92,3.05,468.96,"Springs","Air Springs",19,0,3806,18,"Others","e >500","SCA"
"25243","Spain",5,621.16,21.14,125.04,0.61,117.24,"Springs","Air Springs",19,0,1261,4,"Others","c 100-250","CSI"
"25245","Spain",2,303.47,15.18,43.81,0.3,32.83,"Springs","Air Springs",22,0,2601,4,"Others","c 100-250","ITA"
"25246","Spain",40,6069.42,205.38,551.1,6.03,635.91,"Springs","Air Springs",22,0,3933,18,"Others","b 20-100","ITA"
"25247","Spain",10,1517.36,69.65,144.27,1.36,164.16,"Springs","Air Springs",22,0,1278,4,"Others","e >500","ITA"
"25249","Spain",24,3641.65,185.87,344.69,4.75,393.99,"Springs","Air Springs",22,0,2977,64,"Others","e >500","CEU"
"25250","Spain",25,3793.39,103.11,143.31,3.38,410.41,"Springs","Air Springs",22,0,3023,51,"Others","c 100-250","UKE"
"25251","UK",28,4248.6,701.41,129.63,6.89,459.66,"Springs","Air Springs",22,0,3158,60,"Nationals","d 250-500","UKE"
"25252","UK",17,2579.5,415.21,76.78,4.06,279.08,"Springs","Air Springs",22,0,2430,51,"Nationals","c 100-250","UKE"
"25254","UK",2,303.47,58.28,10.74,0.58,32.83,"Springs","Air Springs",22,0,2601,4,"Nationals","d 250-500","UKE"
"25258","Spain",70,13579.3,572.46,1272.92,16.49,1118.1,"Springs","Air Springs",20,0,254,60,"Others","e >500","CEU"
"25259","Spain",10,1577.91,42.9,160.46,1.52,264.29,"Springs","Air Springs",22,0,1977,18,"Others","e >500","FRA"
"25260","Spain",88,17704.21,271.68,517.32,32.06,4513.4,"Springs","Air Springs",21,0,4081,18,"Others","e >500","NAM"
"25261","Spain",50,10175.1,170.01,286.8,16.33,1109.85,"Springs","Air Springs",23,0,242,18,"Others","e >500","NAM"
"25262","Spain",336,37929.01,616.87,2863.81,309.93,8796.95,"Springs","Air Springs",20,0,1129,64,"Nationals","e >500","CEU"
"25263","Spain",80,7804.61,159.32,348.32,9.98,1819.64,"Springs","Air Springs",26,0,685,29,"Nationals","e >500","SCA"
"25265","Spain",100,18238.81,216.53,1024.9,14.39,1817.88,"Springs","Air Springs",23,0,1634,4,"Nationals","d 250-500","CSI"
"25266","Spain",192,24860.73,323.53,1747.17,154.31,4922.36,"Springs","Air Springs",18,0,4082,40,"Nationals","e >500","CEU"
"25267","Spain",5,601.8,91.54,43.33,4.17,112.16,"Springs","Air Springs",19,0,1090,18,"Nationals","e >500","CEU"
"25268","Spain",1392,157134.48,2830.12,12068.95,1281.71,38139.28,"Springs","Air Springs",20,0,3716,27,"Nationals","e >500","CEU"
"25269","Spain",688,65949.1,1356.99,5058.42,568.57,19258.06,"Springs","Air Springs",21,0,1917,15,"Nationals","e >500","CEU"
"25270","Spain",3528,340627.5,4821.83,9649.74,552.13,93730.23,"Springs China","Air Springs",26,104976,4043,68,"Others","e >500","NAM"
"25271","USA",72,6951.59,445.59,570.15,41.49,1892.54,"Springs China","Air Springs",26,104976,517,18,"Nationals","e >500","NAM"
"25272","Spain",144,14176.93,200.68,404.58,23.61,3748.2,"Springs China","Air Springs",26,4609.44,2202,4,"Others","e >500","NAM"
"25273","Brasil",46,3795.93,1088.36,416.9,3.55,1160.44,"Springs China","Air Springs",19,59986.74,9,9,"Nationals","e >500","SAM"
"25274","Brasil",2,165.04,53.06,55,0.18,51.36,"Springs China","Air Springs",19,59986.74,3008,4,"Others","a 0-20","SAM"
"25275","Spain",1,82.53,16.17,15.83,0.18,25.68,"Springs China","Air Springs",19,59986.74,1867,4,"Others","b 20-100","FRA"
"25276","Spain",10,825.21,11.68,30.03,2.77,256.78,"Springs China","Air Springs",19,59986.74,1863,4,"Others","e >500","NAM"
"25277","Spain",7,577.64,58.08,43.94,0.57,179.75,"Springs China","Air Springs",19,59986.74,1151,40,"Others","e >500","IAM"
"25278","Spain",139,11470.32,1486.32,673.9,41.11,3548.5,"Springs China","Air Springs",19,59986.74,2176,51,"Nationals","d 250-500","UKE"
"25279","Spain",11,907.72,106.4,51.87,1.1,261.71,"Springs China","Air Springs",19,59986.74,1952,18,"Others","d 250-500","IAM"
"25280","Spain",6,495.12,53.06,17.77,0.53,154.07,"Springs China","Air Springs",19,59986.74,1027,4,"Nationals","d 250-500","CSI"
"25281","Spain",12,990.25,79.43,69.91,1.04,287.39,"Springs China","Air Springs",19,59986.74,2040,29,"Others","c 100-250","IAM"
"25282","Spain",120,9902.44,893.29,529.19,8.17,3060.62,"Springs China","Air Springs",19,59986.74,1636,60,"Others","c 100-250","CSI"
"25283","Spain",765,63128.11,5045.09,1006.97,64.86,19622.98,"Springs China","Air Springs",19,59986.74,1186,4,"Others","b 20-100","IAM"
"25284","Spain",24,1980.49,220.06,106.53,2.25,595.53,"Springs China","Air Springs",19,59986.74,3353,60,"Others","c 100-250","ITA"
"25285","Spain",25,2063.02,189.84,167.46,1.76,621.2,"Springs China","Air Springs",19,59986.74,3402,29,"Others","d 250-500","ITA"
"25286","Spain",8,660.2,68.27,79.17,0.67,205.42,"Springs China","Air Springs",19,59986.74,1264,64,"Others","d 250-500","ITA"
"25287","Spain",15,1237.81,135.98,125.77,1.38,364.42,"Springs China","Air Springs",19,59986.74,2508,4,"Others","a 0-20","ITA"
"25288","Spain",21,1732.93,180.49,185.2,1.79,518.49,"Springs China","Air Springs",19,59986.74,3053,60,"Others","e >500","ITA"
"25289","Spain",15,1237.81,130.54,106.63,1.3,364.42,"Springs China","Air Springs",19,59986.74,2508,18,"Others","d 250-500","ITA"
"25290","Spain",62,5116.3,474.57,370.21,21.54,1571.29,"Springs China","Air Springs",19,59986.74,333,13,"Others","d 250-500","ITA"
"25291","Spain",175,14441.07,1617.87,352.88,16.58,4472.91,"Springs China","Air Springs",19,59986.74,2372,18,"Nationals","d 250-500","UKE"
"25292","Spain",9,742.68,45.29,18.96,0.8,231.1,"Springs China","Air Springs",19,59986.74,1370,4,"Nationals","e >500","UKE"
"25293","Spain",20,1650.42,22.39,163.96,1.79,492.81,"Springs China","Air Springs",19,59986.74,3000,18,"Others","d 250-500","APA"
"25295","Spain",2,165.05,11.12,18.39,0.29,51.36,"Springs China","Air Springs",19,59986.74,3008,18,"Others","e >500","CEU"
"25296","Spain",4,330.08,40.52,67.41,0.43,102.71,"Springs China","Air Springs",19,59986.74,4257,4,"Others","a 0-20","CEU"
"25297","Spain",20,1650.4,101.73,45.87,1.83,492.81,"Springs China","Air Springs",19,59986.74,3000,4,"Others","e >500","CEU"
"25298","UK",6,495.12,124.32,13.65,1.83,154.07,"Springs China","Air Springs",19,59986.74,1027,60,"Nationals","d 250-500","UKE"
"25299","UK",186,15348.82,3462.75,379.83,19.54,4755.37,"Springs China","Air Springs",19,59986.74,2730,15,"Nationals","d 250-500","UKE"
"25302","UK",14,1155.29,312.63,34.33,1.82,338.74,"Springs China","Air Springs",19,59986.74,2436,18,"Nationals","b 20-100","UKE"
"25303","UK",25,2063.03,440.8,48.33,2.46,621.2,"Springs China","Air Springs",19,59986.74,3402,60,"Nationals","e >500","UKE"
"25304","UK",18,1485.38,419.3,41.94,2.45,441.46,"Springs China","Air Springs",19,59986.74,2704,40,"Others","b 20-100","UKE"
"25305","UK",60,4951.22,1149.32,126.09,6.52,1519.94,"Springs China","Air Springs",19,59986.74,301,18,"Nationals","b 20-100","UKE"
"25306","UK",15,1237.8,345.61,34.57,2.02,364.42,"Springs China","Air Springs",19,59986.74,2508,29,"Others","b 20-100","UKE"
"25308","UK",11,907.72,231.38,23.16,1.33,261.71,"Springs China","Air Springs",19,59986.74,1952,18,"Others","a 0-20","UKE"
"25316","Brasil",5,669.86,148.45,54.05,0.46,149.66,"Springs China","Air Springs",20,7298.28,1030,4,"Others","b 20-100","SAM"
"25317","Spain",100,8297.52,781.62,201.89,9.48,2972.45,"Springs China","Air Springs",20,7298.28,1655,4,"Nationals","d 250-500","UKE"
"25318","Spain",81,6720.99,607.37,155.89,7.11,2403.74,"Springs China","Air Springs",20,7298.28,1449,18,"Others","b 20-100","UKE"
"25321","UK",26,2157.35,669.57,81.02,4.41,757.48,"Springs China","Air Springs",20,7298.28,3798,64,"Nationals","d 250-500","UKE"
"25322","UK",4,331.91,101.06,12.22,0.66,119.73,"Springs China","Air Springs",20,7298.28,837,4,"Nationals","c 100-250","UKE"
"25325","UK",6,497.86,115.36,12.66,0.73,179.59,"Springs China","Air Springs",20,7298.28,1174,18,"Others","a 0-20","UKE"
"25326","Brasil",1,83.1,27.52,10.56,0.09,29.93,"Springs China","Air Springs",21,6309.84,2057,4,"Others","b 20-100","SAM"
"25327","Spain",170,14127.47,546.23,361.06,15.2,5066.55,"Springs China","Air Springs",21,6309.84,2819,29,"Nationals","e >500","UKE"
"25328","UK",10,831.02,115.87,19.85,1.01,299.25,"Springs China","Air Springs",21,6309.84,2047,40,"Nationals","e >500","UKE"
"25332","Brasil",55,6577.78,2229.15,857.39,7.42,1336.43,"Springs China","Air Springs",21,22602.79,137,51,"Others","a 0-20","SAM"
"25333","Spain",14,1339.55,170.96,144.98,1.65,324.72,"Springs China","Air Springs",21,22602.79,2148,74,"Nationals","b 20-100","CSI"
"25334","Spain",230,22006.4,2468.06,658.58,22.61,5654.73,"Springs China","Air Springs",21,22602.79,2861,14,"Others","e >500","ITA"
"25335","Spain",54,5166.74,589.69,424.33,5.45,1311.75,"Springs China","Air Springs",21,22602.79,121,60,"Nationals","c 100-250","ITA"
"25336","Spain",30,2870.38,315.42,161.24,17.15,719.53,"Springs China","Air Springs",21,22602.79,3685,29,"Nationals","e >500","ITA"
"25337","Spain",158,15117.46,1508.13,1233.53,13.06,3878.06,"Springs China","Air Springs",21,22602.79,2238,10,"Others","d 250-500","ITA"
"25338","Spain",9,861.14,95.16,80.43,0.87,222.08,"Springs China","Air Springs",21,22602.79,1322,29,"Others","b 20-100","ITA"
"25339","Spain",6,574.09,67.25,69.47,0.63,148.06,"Springs China","Air Springs",21,22602.79,985,51,"Others","d 250-500","ITA"
"25340","Spain",25,2392,251.06,236.49,2.23,596.15,"Springs China","Air Springs",21,22602.79,3342,4,"Others","a 0-20","ITA"
"25341","Spain",16,1530.89,134.37,156.16,1.08,374.07,"Springs China","Air Springs",21,22602.79,2526,60,"Others","e >500","ITA"
"25342","Spain",98,9376.63,931.75,677.89,39.28,2397.5,"Springs China","Air Springs",21,22602.79,1393,11,"Others","d 250-500","ITA"
"25343","Spain",10,956.79,101.96,34.18,0.91,226.01,"Springs China","Air Springs",21,22602.79,1816,4,"Others","c 100-250","CSI"
"25344","Spain",2,191.36,14.68,37.37,0.18,49.35,"Springs China","Air Springs",21,22602.79,2956,4,"Others","a 0-20","IAM"
"25345","USA",405,38369.64,2086.83,2546.31,184.99,9682.39,"Springs China","Air Springs",21,12964.05,4083,68,"Nationals","e >500","NAM"
"25346","USA",135,12775.77,687.58,836.13,60.74,3218.81,"Springs China","Air Springs",21,3936.6,1672,29,"Nationals","e >500","NAM"
"25347","USA",815,81540.36,4227.81,5521.05,71.25,19534.39,"Springs China","Air Springs",21,27873,1181,12,"Nationals","e >500","NAM"
"25348","USA",4,502.07,41.39,56.17,0.74,175.19,"Springs","Air Springs",16,0,1207,29,"Others","a 0-20","NAM"
"25350","USA",15,2042.92,222.8,214.51,2.84,565.31,"Springs","Air Springs",19,0,3722,40,"Others","a 0-20","NAM"
"25351","USA",42,5654.92,313.32,352.3,25.58,630.49,"Springs","Air Springs",20,0,4005,4,"Nationals","e >500","NAM"
"25352","Spain",6,705.84,31.14,22.81,1.75,282.79,"Springs","Air Springs",21,0,2040,4,"Others","e >500","NAM"
"25353","USA",680,57075.46,2966.48,3877.11,50.03,18908.65,"Springs China","Air Springs",27,31008.33,1179,13,"Nationals","e >500","NAM"
"25354","USA",47,3944.9,205.04,267.98,3.46,1287.61,"Springs China","Air Springs",27,31008.33,120,40,"Nationals","e >500","NAM"
"25355","USA",290,24340.96,1487.69,2043.84,26.42,8052.08,"Springs China","Air Springs",27,31008.33,3624,40,"Nationals","b 20-100","NAM"
"25356","USA",3173,252827.94,12159.77,13322.44,971.11,87454.29,"Springs China","Air Springs",24,96744.77,3997,16,"Strategic","Strategic","NAM"
"25357","Spain",72,6730.44,461.85,196.03,4.8,4448.76,"Springs China","Air Springs",31,2343.3,2809,60,"Strategic","Strategic","FRA"
"25359","USA",624,56105.01,2611.74,3083.66,42.24,38481.5,"Springs China","Air Springs",29,20030.4,2662,74,"Strategic","Strategic","NAM"
"25360","Spain",5,1078.67,62.75,82.48,0.87,256.44,"Springs","Air Springs",20,678.6,3135,4,"Nationals","b 20-100","FRA"
"25361","Spain",1,215.73,11.44,25.6,0.2,51.29,"Springs","Air Springs",20,678.6,4469,4,"Others","d 250-500","ITA"
"25362","Spain",6,1294.4,78.06,112.73,1.44,307.73,"Springs","Air Springs",20,678.6,3498,18,"Others","d 250-500","ITA"
"25363","Spain",1,215.73,10.27,20.84,0.19,51.29,"Springs","Air Springs",20,678.6,4469,4,"Others","d 250-500","APA"
"25364","Spain",5,1078.67,79.13,122.99,1.96,256.44,"Springs","Air Springs",20,678.6,3135,29,"Others","e >500","CEU"
"25365","UK",10,2157.34,384.76,65.51,3.48,512.88,"Springs","Air Springs",20,678.6,4466,51,"Nationals","c 100-250","UKE"
"25367","Spain",2,494,28.93,54.49,0.75,112.34,"Springs","Air Springs",19,924,1808,4,"Others","e >500","CEU"
"25368","UK",40,9880.09,1160.2,210.53,129.68,2226.1,"Springs","Air Springs",19,924,2744,29,"Nationals","d 250-500","UKE"
"25369","Spain",10,2763.42,90.97,208.61,2.49,640.08,"Springs","Air Springs",17,300,220,18,"Others","e >500","IAM"
"25370","Spain",7,1651.65,118.07,188.37,3.01,374.63,"Springs","Air Springs",21,387.6,3917,40,"Others","e >500","CEU"
"25371","Spain",10,2359.5,305.63,86.3,2.47,535.18,"Springs","Air Springs",21,387.6,16,4,"Others","b 20-100","FRA"
"25372","UK",2,471.9,66.42,11.28,0.58,107.04,"Springs","Air Springs",21,387.6,1802,4,"Nationals","c 100-250","UKE"
"25373","Spain",1,221.64,13.45,190.85,0.36,52.76,"Springs","Air Springs",21,673.2,812,4,"Others","a 0-20","APA"
"25374","Spain",12,2659.7,157.65,275.36,2.15,633.11,"Springs","Air Springs",21,673.2,201,18,"Others","e >500","ITA"
"25376","UK",2,443.28,58.47,10.11,6.31,105.52,"Springs","Air Springs",21,673.2,1800,4,"Nationals","d 250-500","UKE"
"25377","UK",4,886.57,168.94,29.62,1.59,211.04,"Springs","Air Springs",21,673.2,2719,18,"Nationals","c 100-250","UKE"
"25378","UK",5,1108.21,129.07,20.34,1.09,263.8,"Springs","Air Springs",21,673.2,3161,4,"Others","a 0-20","UKE"
"25379","UK",1,221.64,66.75,10.72,0.67,52.76,"Springs","Air Springs",21,673.2,812,4,"Others","a 0-20","UKE"
"25381","USA",6,1329.85,138.66,143.89,1.86,316.56,"Springs","Air Springs",21,673.2,3524,40,"Nationals","e >500","NAM"
"25382","Spain",2,463.19,46.89,1001.07,0.44,111.79,"Springs","Air Springs",21,40,1358,4,"Others","a 0-20","ITA"
"25383","Spain",10,2389.24,90.12,158.36,2.61,481.5,"Springs","Air Springs",19,921.2,4244,18,"Others","b 20-100","ITA"
"25384","Spain",5,1194.62,55.73,63.67,1.12,240.75,"Springs","Air Springs",19,921.2,2990,4,"Nationals","d 250-500","ITA"
"25385","Spain",2,477.85,23.89,33.32,0.43,96.3,"Springs","Air Springs",19,921.2,1260,4,"Others","b 20-100","ITA"
"25386","Spain",9,2150.31,149.6,244.77,3.79,433.35,"Springs","Air Springs",19,921.2,4035,40,"Others","e >500","CEU"
"25387","Spain",2,477.85,29.91,45.24,0.64,96.3,"Springs","Air Springs",19,921.2,1260,18,"Others","e >500","CEU"
"25389","USA",20,4778.48,428.32,391.2,5.17,963,"Springs","Air Springs",19,921.2,589,4,"Others","a 0-20","NAM"
"25390","Spain",62,24504.13,896.77,2009.29,22.26,3593.29,"Springs","Air Springs",24,2289.04,3627,10,"Nationals","b 20-100","ITA"
"25391","Spain",2,453.49,21.61,18.79,0.59,98.69,"Springs","Air Springs",21,1120,1314,4,"Others","b 20-100","SAM"
"25392","Spain",10,2267.46,78.41,155.31,2.61,493.45,"Springs","Air Springs",21,1120,4371,18,"Others","b 20-100","ITA"
"25393","Spain",4,906.98,39.2,49.24,0.87,197.38,"Springs","Air Springs",21,1120,2624,18,"Nationals","d 250-500","ITA"
"25394","Spain",1,226.75,13.1,32.79,0.23,49.34,"Springs","Air Springs",21,1120,4363,4,"Others","c 100-250","ITA"
"25395","Spain",9,2040.71,139.07,236.64,3.94,444.1,"Springs","Air Springs",21,1120,4190,51,"Others","e >500","CEU"
"25396","UK",30,6802.38,764.2,122.59,6.57,1480.34,"Springs","Air Springs",21,1120,1691,4,"Others","a 0-20","UKE"
"25397","Spain",2,501.83,37.89,65.56,0.72,113.66,"Springs","Air Springs",21,37.2,1280,4,"Nationals","b 20-100","FRA"
"25398","Spain",6,1330.25,41.37,103.23,7.65,305.99,"Springs","Air Springs",20,128.4,3435,4,"Nationals","e >500","ITA"
"25399","Spain",1,219.43,19.68,189,0.36,52.29,"Springs","Air Springs",21,80,4407,4,"Others","a 0-20","APA"
"25400","Spain",3,658.29,49.06,37.31,0.67,156.86,"Springs","Air Springs",21,80,2111,4,"Nationals","d 250-500","ITA"
"25401","Spain",2,577.15,23.66,48.12,1.17,128.12,"Springs","Air Springs",18,810,1980,4,"Nationals","e >500","ITA"
"25402","Spain",4,1154.29,35.33,112.48,1.02,256.24,"Springs","Air Springs",18,810,3149,4,"Others","d 250-500","APA"
"25403","Spain",15,4328.6,129.86,433.18,4.42,960.9,"Springs","Air Springs",18,810,658,4,"Nationals","a 0-20","CSI"
"25406","UK",4,1154.29,189.51,35.64,1.9,256.24,"Springs","Air Springs",18,810,3149,29,"Nationals","c 100-250","UKE"
"25407","Spain",11,2843.32,140.24,674.49,2.54,706.79,"Springs","Air Springs",21,550.8,188,60,"Others","a 0-20","APA"
"25408","Spain",10,2584.84,109.61,68.7,2.95,642.54,"Springs","Air Springs",21,550.8,79,4,"Others","a 0-20","APA"
"25409","USA",6,1550.9,221.63,242.18,3.21,385.52,"Springs","Air Springs",21,550.8,3728,4,"Others","a 0-20","NAM"
"25410","Spain",10,2449.12,73.61,188.03,2.41,644.03,"Springs","Air Springs",21,204,87,4,"Others","e >500","IAM"
"25411","Spain",1,268.17,30.03,15.45,23.55,110.16,"Springs","Air Springs",24,22,846,4,"Nationals","e >500","CEU"
"25412","USA",16,4217.41,330.86,447.02,5.92,970.92,"Springs","Air Springs",21,320,513,4,"Others","a 0-20","NAM"
"25413","Spain",45,11373.74,297.13,1015.7,355.07,2867.36,"Springs","Air Springs",21,1080,3175,18,"Others","b 20-100","ITA"
"25414","USA",2,619.19,94.45,102.16,1.35,141.08,"Springs","Air Springs",17,50.52,1984,4,"Others","a 0-20","NAM"
"25415","Spain",50,13627.53,512.8,946.08,11.56,2649.26,"Springs","Air Springs",22,980,2822,60,"Others","b 20-100","ITA"
"25416","USA",1,404,34.16,46.47,0.62,82.91,"Springs","Air Springs",17,22.4,837,4,"Others","a 0-20","NAM"
"25417","Spain",92,27579.16,525.02,797.65,48.19,5068.72,"Springs","Air Springs",27,2578.232,4146,18,"Others","e >500","NAM"
"25418","Spain",2,599.55,22.69,23.47,66.48,110.64,"Springs","Air Springs",27,2578.232,1366,4,"Nationals","e >500","CEU"
"25419","Spain",7,1672.75,53.37,164.48,1.77,327.76,"Springs","Air Springs",24,1701.8,3524,4,"Nationals","c 100-250","FRA"
"25420","Spain",40,9558.56,577.38,286.37,8.78,1852.18,"Springs","Air Springs",24,1701.8,2288,29,"Others","b 20-100","IAM"
"25421","Spain",20,4779.28,137.22,470.22,6.21,936.46,"Springs","Air Springs",24,1701.8,584,51,"Nationals","e >500","ITA"
"25422","Spain",20,4773.39,206.51,275.88,4.81,1045.53,"Springs","Air Springs",24,504,728,51,"Nationals","e >500","ITA"
"25424","Spain",2,479.78,12.21,15.2,1.13,98.52,"Springs","Air Springs",24,1853.2,1310,4,"Others","e >500","NAM"
"25425","Spain",5,1199.44,47.13,133.77,1.12,246.31,"Springs","Air Springs",24,1853.2,3046,29,"Nationals","c 100-250","ITA"
"25426","Spain",5,1199.44,46.17,98.17,2.36,246.31,"Springs","Air Springs",24,1853.2,3046,4,"Nationals","e >500","ITA"
"25427","Spain",70,16792.19,408.94,1608.9,20.48,3427.62,"Springs","Air Springs",24,1853.2,3564,60,"Nationals","e >500","ITA"
"25428","Spain",8,1844.83,51.8,176.99,1.47,506.53,"Springs","Air Springs",21,1060.8,4241,4,"Others","a 0-20","IAM"
"25429","Spain",3,691.81,20.83,50.96,0.87,189.95,"Springs","Air Springs",21,1060.8,2499,4,"Others","c 100-250","IAM"
"25430","Spain",16,3689.67,109.73,560,3.14,1013.07,"Springs","Air Springs",21,1060.8,589,18,"Others","b 20-100","CSI"
"25431","Spain",25,5765.11,263.39,530.75,6.05,1582.92,"Springs","Air Springs",21,1060.8,1668,40,"Others","e >500","CEU"
"25432","Spain",5,1399.33,69,147.3,1.57,327.11,"Springs","Air Springs",18,312,3687,18,"Others","e >500","CEU"
"25433","Spain",4,1119.46,50.55,100.39,0.96,261.69,"Springs","Air Springs",18,312,3161,18,"Others","e >500","CEU"
"25434","UK",3,839.6,133.1,24.72,1.31,196.27,"Springs","Air Springs",18,312,2651,18,"Nationals","c 100-250","UKE"
"25435","Spain",96,27211.76,570.83,833.03,57.37,6009.14,"Springs","Air Springs",27,2958.3,4315,18,"Others","e >500","NAM"
"25436","Spain",2,566.91,23.02,23.69,71.3,125.62,"Springs","Air Springs",27,2958.3,1366,4,"Nationals","e >500","CEU"
"25437","USA",16,4535.29,472.83,615.8,40.57,1004.98,"Springs","Air Springs",27,2958.3,496,18,"Nationals","d 250-500","NAM"
"25438","Spain",20,4410.86,143.5,233,4.04,1102.44,"Springs","Air Springs",26,427,1390,4,"Nationals","d 250-500","ITA"
"25439","Spain",20,4410.86,128.49,233,4.04,1102.44,"Springs","Air Springs",26,427,1390,4,"Nationals","d 250-500","ITA"
"25440","Spain",5,1235.41,45.79,90.59,1.18,326.99,"Springs","Air Springs",24,98,3303,4,"Others","b 20-100","ITA"
"25441","Spain",10,4229.73,136.22,344.76,2.96,514.33,"Springs","Air Springs",21,213.33,4260,4,"Others","d 250-500","ITA"
"25442","Spain",20,6113.9,230.28,554.67,5.61,1028.36,"Springs","Air Springs",22,460,637,4,"Others","e >500","CEU"
"25443","Spain",25,6017.31,257.44,572.76,6.55,1211.41,"Springs","Air Springs",24,858.8,1505,51,"Nationals","d 250-500","ITA"
"25444","Spain",11,2647.62,132.28,146.73,3.24,533.02,"Springs","Air Springs",24,858.8,4492,29,"Nationals","d 250-500","ITA"
"25445","Spain",2,481.38,19.19,48.51,0.63,96.91,"Springs","Air Springs",24,858.8,1310,4,"Others","d 250-500","APA"
"25446","Spain",10,3969.83,169.07,324.85,2.86,585.86,"Springs","Air Springs",22,213.3,29,18,"Others","d 250-500","ITA"
"25447","Spain",43,18361.82,661.24,963.18,625.87,3103.17,"Springs","Air Springs",27,1437.66,3215,29,"Nationals","e >500","CEU"
"25448","Brasil",1,261.87,85.46,86.79,0.28,63.14,"Springs","Air Springs",20,23.4,4269,4,"Others","a 0-20","SAM"
"25449","Spain",13,3538.46,233.97,215.86,3.1,763.29,"Springs","Air Springs",21,278.2,379,29,"Nationals","c 100-250","ITA"
"25450","Spain",17,4175.13,215.89,258.05,3.86,1063.99,"Springs","Air Springs",20,428.4,691,18,"Nationals","c 100-250","ITA"
"25451","Spain",14,4888.17,120.26,427.9,4.81,866.09,"Springs","Air Springs",24,327.6,386,40,"Nationals","e >500","ITA"
"25452","Spain",14,7179.02,235.28,398.61,530.12,1168.02,"Springs","Air Springs",29,1682.2,721,4,"Nationals","e >500","CEU"
"25453","Spain",38,19485.92,637.94,1004.82,618.85,3149.6,"Springs","Air Springs",29,1682.2,3198,29,"Nationals","e >500","CEU"
"25454","Spain",20,6895.49,267.04,412.98,692.38,1271.32,"Springs","Air Springs",28,1357,1429,18,"Nationals","e >500","CEU"
"25455","Spain",39,13446.2,520.08,752.08,580.67,2458.32,"Springs","Air Springs",28,1357,2745,18,"Nationals","e >500","CEU"
